,tweets
181,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
182,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
183,"Dengan narasumber dan didampingi moderator Benyamin Ruslan Naba, CEO &amp; Founder Estubizi Network :
- Lawrence Samantha 
  Alumni SMA Kolese Loyola Semarang
  CEO Nobi
  Nobi adalah sebuah platform investasi cryptocurrency"
184,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
185,"@MaJinFans Kayaknya pengen naikin kim won ho
Investasi masa depan"
186,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
187,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
188,"Iya, karena kami mengajari investasi bukan spekulasi apalagi judi di future. Main spot yg minim resiko saja untungnya gede ngapain nyari resiko yg tidak perlu? https://t.co/E96BQBQoic"
189,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKW4DsB
34904
https://t.co/tD2zEewgBa"
190,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
191,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
192,@BersamaPuan Bener banget nih harus diberantas investasi ilegal ini
193,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
194,@ripbottt investasi syariah https://t.co/iJfRSA3pZ2
195,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
196,"RT @fullmoonfolks: Jadi pejabat publik ngurusin investasi ikutan bisnis tambang, jadi pejabat publik ngurusin pandemi ikutan bisnis PCR, se…"
197,"RT @wefryterjal22: @KemenBUMN Erick Thohir menyampaikan, BUMN siap menjalankan misi perdagangan dan investasi di Papua Nugini
Sesuai arahan…"
198,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
199,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
200,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
201,"RT @MoelyonovDjalil: Video lama milik @t4wonnd4s yang masih sangat relevan untuk saat ini. Saat kita ""tergoda"" kasus Paytren Yusuf Mansur a…"
202,@collegemenfess Investasi nya dibidang apa nder? Kayanya perlu ditambahkan bidang investasi nya deh(?) Correct if im wrong ya🙏
203,"Kurangnya pengetahuan itu, membuat mereka terlena dengan berbagai macam investasi yang menawarkan hasil menggiurkan.

“Kalau mengalami kerugian itu resiko pribadi mereka, karena uang yang digunakam milik mereka pribadi. Cuma saya hanya mengimbau agar cermat menempatkan investasi."
204,"Uangnya bernilai puluhan juta kandas setelah menjajal peruntungan di aplikasi robot trading yang menawarkan berbagai paket investasi.

Wali Kota Batu, Dewanti Rumpoko pun mengingatkan para ASN agar meningkatkan literasi keuangan."
205,RT @MAJALAH_GATRA: Pebisnis sekaligus penceramah Yusuf Mansur akhirnya digugat para korban investasi macetnya ke pengadilan. Pihak yang dir…
206,Praktik penipuan berkedok investasi kerap menawarkan janji manis dengan hasil mengggiurkan. Lemahnya pengetahuan literasi keuangan lantas memicu masyarakat bertindak irasional sehingga tanpa sadar mereka terjebak sebagai korban. https://t.co/CfmnNQ0R1k
207,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
208,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
209,RT @ariemiulan7: Kredibilitas Indonesia bagi investor pada tahun 2021 semakin membaik dan terlihat dari peningkatan realisasi investasi pad…
210,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
211,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
212,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
213,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
214,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
215,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
216,"RT @JAK101fm: Kata siapa investasi di crypto tuh susah, Jakartans? Ada loh aplikasi @PintuID yang gampang banget pakenya dan pastinya aman.…"
217,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
218,menabung rindu bukan bagian dari investasi
219,"@SumitroYoel @BigAlphaID Aku juga sama gara-gara tamak rugi sampe ratusan juta. Gara-gara kejadian ini malah lebih cari aman investasi ditempat yg aman aja, gak tergiur lagi tawaran invest yg aneh-aneh"
220,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
221,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
222,"@cokderamaa @SumitroYoel Ada Om, investasi di perusahaan pinjol, bunganya gede, harian pula."
223,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
224,"RT @Kelvinmerch: Btw, Dr erwandi tarmizi juga membuat buku yang sangat bagus berjudul ""harta halal haram muamalat kontemporer"" Yang isinya…"
225,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
226,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
227,"RT @BisnisBola: Tambahan quotes dari Head of Marketing Visa mengenai investasi di sepak bola wanita.

Apakah social purpose cukup untuk mem…"
228,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
229,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
230,"RT @al_lasan: Investasi Perlu dilakukan agar perdagangan lintas batas dan denyut ekonomi masyarakat di daerah perbatasan bisa pulih

Pentin…"
231,"RT @ArtOfpol: Sesuai arahan dari presiden @jokowi , menteri BUMN @erickthohir siap lewat perusahaan BUMN untuk investasi di Papua Nugini.…"
232,"GUYS, SENDER MAU BUAT ARTIKEL JUDULNYA ""MINAT INVESTASI MASYARAKAT DI MASA PANDEMI"" MENURUT KALIAN GIMANA? ADA YG PERLU DITAMBAHIN GA? MAKASIH YG UDH JAWAB

[CM]"
233,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
234,"RT @jopang_: Erick Thohir sebut BUMN siap menjalankan misi perdagangan dan investasi di Papua Nugini.

Hal itu perlu dilakukan agar perdaga…"
235,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
236,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
237,"RT @wisatasenja: Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyampaikan, BUMN siap menjalankan misi perdagangan dan investasi di…"
238,@haveyoumet_ted rumah di suhat skrg investasi bodong liwatane dalan banjir tok lekga macet
239,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
240,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
241,RT @bola_abis: 😱😱 | Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) menemukan aliran dana investasi bodong robot trading mengalir k…
242,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
243,"@Adiiinn_ Jangan suka investasi perasaan pol polan dear, kuatir nanti jatuhnya kena investasi bodong, kan sayang hatinya 😢"
244,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
245,@abangbelneg pemasukan investasi sebagai modal untuk membangun proyek ibu kota negara atau IKN Nusantara di Kalimantan Timur  #SemangatNusantara
246,Investasi bodong https://t.co/QroOjJJnLN
247,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
248,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
249,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
250,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
251,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
252,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
253,"RT @farrel27: BUMN siap menjalankan misi perdagangan dan investasi di Papua Nugini. @erickthohir menganggap, hal tersebut perlu dilakukan a…"
254,@elisa_jkt Ini yg banyak orang gak nyampe visinya ci.. sperti pejabat² kita yg gak paham membangun perekonomian rakyat demi peningkatan ekonomi dan kutipan pajak seiring bertumbuhnya ekonomi dan investasi setelah meningkatnya daya beli.
255,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
256,"RT @tempodotco: Berjam-jam ia berdebat dengan aparat, tetapi polisi berkesimpulan menolak laporannya tentang dugaan gratifikasi dalam bisni…"
257,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
258,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
259,"Jangankan soal investasi. Soal konsep sedekahnya aja dari dulu gw gak setuju sama caranya si YM.

Coba kita liat sampai berapa lama dia bertahan melenggang di luar."
260,"RT @MoelyonovDjalil: Video lama milik @t4wonnd4s yang masih sangat relevan untuk saat ini. Saat kita ""tergoda"" kasus Paytren Yusuf Mansur a…"
261,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
262,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
263,"RT @helfiana09: Salut Kang Emil, selain mendukung produk untuk event Moto GP, Jabar bersama NTB juga melakukan kerja sama di bidang lain di…"
264,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
265,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
266,RT @MAJALAH_GATRA: Pebisnis sekaligus penceramah Yusuf Mansur akhirnya digugat para korban investasi macetnya ke pengadilan. Pihak yang dir…
267,"RT @denni_sauya: Penting bagi Indonesia dan Papua Nugini yg berbatasan langsung u/ memperkokoh kerjasama, Presiden Jokowi memerintahkan emp…"
268,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
269,In the end anak cuman dijadiin alat investasi buat masa tua ortu nanti. Kasian banget dah investasi bodong
270,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
271,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
272,"Marak Investasi Ilegal, Ketua DPR Ingatkan Komisioner OJK Terpilih Perhatikan Perlindungan Konsumen https://t.co/DfBHTW2Vkd"
273,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
274,Gendam berkedok syariah 😂 hasil duitnya dipake investasi bodong apa dikemanain? https://t.co/nJM7z93Zjj
275,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
276,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
277,RT @bola_abis: 😱😱 | Pusat Pelaporan dan Analisis Transaksi Keuangan (PPATK) menemukan aliran dana investasi bodong robot trading mengalir k…
278,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
279,"@SumitroYoel bukan investasi bodong, tp cowo gue kehilangan 50jt++ cuma2. smua tabungan pribadi, tabungan ber2, investasi, lot saham dll abis total pdhl niat dia menggandakan uang biar lbh cpt ke jenjang lbh serius. ternyata?😌
HAHAHA SHIT! gak ada ya nyri duit halal dgn cara cpt plis!"
280,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
281,"@sarjana_crypto Intinya, keamanan berinvestasi di manapun adl kalo kendali atas uang/dana investasi ada di kita sendiri bukan di akun virtual yg akun induknya milk exchange. Akun virtual meski password ada di tangan kita tapi Khan secara garis besarnya uang ada di akun besar exchange."
282,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
283,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
284,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
285,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
286,"RT @ChusnulCh__: Begini shrsnya semua menteri, presiden memberi perintah usai bertemu dgn PM Papua Nugini, menteri langsung menjawab siap m…"
287,"@akangthoma Jgnnn Nowa, stay halal dlu, tkut kyk Investasi bodong 😔☝️☝️"
288,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
289,"RT @MoelyonovDjalil: Video lama milik @t4wonnd4s yang masih sangat relevan untuk saat ini. Saat kita ""tergoda"" kasus Paytren Yusuf Mansur a…"
290,RT @MAJALAH_GATRA: Pebisnis sekaligus penceramah Yusuf Mansur akhirnya digugat para korban investasi macetnya ke pengadilan. Pihak yang dir…
291,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
292,"RT @MalikAchmad06: Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyampaikan, BUMN siap menjalankan misi perdagangan dan investasi…"
293,"RT @MoelyonovDjalil: Video lama milik @t4wonnd4s yang masih sangat relevan untuk saat ini. Saat kita ""tergoda"" kasus Paytren Yusuf Mansur a…"
294,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
295,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
296,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
297,"RT @farrel27: BUMN siap menjalankan misi perdagangan dan investasi di Papua Nugini. @erickthohir menganggap, hal tersebut perlu dilakukan a…"
298,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
299,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
300,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
301,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
302,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
303,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
304,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
305,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
306,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
307,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
308,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
309,"RT @vic_hasiholan: @intanrhyy @cokderamaa @SumitroYoel Yang gak lebih besar daripada bunga pinjaman bank 🙂

Logikanya: kalau bunga pinjaman…"
310,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
311,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
312,"RT @yarachantique: Erick Thohir menyampaikan, BUMN siap menjalankan misi perdagangan &amp; investasi di Papua Nugini sesuai arahan Presiden Jok…"
313,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
314,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
315,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
316,"RT @SumitroYoel: Ketamakan dalam investasi bodong. Oktober tahun lalu, di hari gw ulang tahun, gw kehilangan 78jtan di sebuah investasi bod…"
317,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
318,"RT @Endriyw: Jeritan hati korban investasi yusuf mansur.

Lengkapnya nnton disini
https://t.co/4XBQ04QkmB https://t.co/FI16Hao6wy"
319,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
320,"RT @Syarman59: Bukan cuma investasi bodong dan judi online, ternyata ada juga crazy rich korupsi 😃😂
#Bravo @KPK_RI
https://t.co/COFVuctSJH"
321,"#BeritaSampit
Pemerintah Bertransformasi Untuk Investasi ke Arah Hijau dan Berkelanjutan https://t.co/ANuibTpQCE JAKARTA - Staf Ahli Bidang Ekonomi Makro Kementerian Investasi Indra Darma... https://t.co/2bh0WHGZKA"
322,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
323,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
324,"RT @MuammarKhair: Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir menyampaikan, BUMN siap menjalankan misi perdagangan dan investasi d…"
325,"RT @Msbrow8: Klw benar kata mereka takut ganti rezim thd dampak investasi, apa sblum rezim skrg, investasi mandek? Jgn gadaikn negeri ini b…"
326,"RT @beoneni: Menteri BUMN @erickthohir menegaskan BUMN siap menjalankn misi perdagangan dan investasi di Papua Nugini, agar perekonomian di…"
327,RT @JVLEHA: Ketika temen-temen sudah ngajakin investasi dan trading https://t.co/kY9WwnxwSM
328,"@lps_idic Hal terpenting setelah kita mengatur keuangan adalah disiplin. Kita konsisten menerapkannya setiap bulan. Bila sudah punya tujuan investasi tertentu, misal ingin lanjut kuliah 2 tahun lagi, jangan mencairkan dana investasi sebelum target dana itu tercapai."
